FileName_AA,FileName_DA,FileName_DD,FileName_ED,FileName_MB,ImageNumber,Metadata_batch,Metadata_hour,Metadata_label,Metadata_time
clMcf7_exp20240515_h2_b15_ic0_cAA.tif,clMcf7_exp20240515_h2_b15_ic0_cDA.tif,clMcf7_exp20240515_h2_b15_ic0_cDD.tif,clMcf7_exp20240515_h2_b15_ic0_cED.tif,clMcf7_exp20240515_h2_b15_ic0_cMB.tif,24,15,2,0,20240515
clMcf7_exp20240515_h2_b16_ic0_cAA.tif,clMcf7_exp20240515_h2_b16_ic0_cDA.tif,clMcf7_exp20240515_h2_b16_ic0_cDD.tif,clMcf7_exp20240515_h2_b16_ic0_cED.tif,clMcf7_exp20240515_h2_b16_ic0_cMB.tif,25,16,2,0,20240515
clMcf7_exp20240515_h2_b1_ic0_cAA.tif,clMcf7_exp20240515_h2_b1_ic0_cDA.tif,clMcf7_exp20240515_h2_b1_ic0_cDD.tif,clMcf7_exp20240515_h2_b1_ic0_cED.tif,clMcf7_exp20240515_h2_b1_ic0_cMB.tif,26,1,2,0,20240515
clMcf7_exp20240515_h2_b2_ic0_cAA.tif,clMcf7_exp20240515_h2_b2_ic0_cDA.tif,clMcf7_exp20240515_h2_b2_ic0_cDD.tif,clMcf7_exp20240515_h2_b2_ic0_cED.tif,clMcf7_exp20240515_h2_b2_ic0_cMB.tif,27,2,2,0,20240515
clMcf7_exp20240515_h2_b3_ic0_cAA.tif,clMcf7_exp20240515_h2_b3_ic0_cDA.tif,clMcf7_exp20240515_h2_b3_ic0_cDD.tif,clMcf7_exp20240515_h2_b3_ic0_cED.tif,clMcf7_exp20240515_h2_b3_ic0_cMB.tif,28,3,2,0,20240515
clMcf7_exp20240515_h2_b4_ic0_cAA.tif,clMcf7_exp20240515_h2_b4_ic0_cDA.tif,clMcf7_exp20240515_h2_b4_ic0_cDD.tif,clMcf7_exp20240515_h2_b4_ic0_cED.tif,clMcf7_exp20240515_h2_b4_ic0_cMB.tif,29,4,2,0,20240515
clMcf7_exp20240515_h2_b5_ic0_cAA.tif,clMcf7_exp20240515_h2_b5_ic0_cDA.tif,clMcf7_exp20240515_h2_b5_ic0_cDD.tif,clMcf7_exp20240515_h2_b5_ic0_cED.tif,clMcf7_exp20240515_h2_b5_ic0_cMB.tif,30,5,2,0,20240515
clMcf7_exp20240515_h2_b6_ic0_cAA.tif,clMcf7_exp20240515_h2_b6_ic0_cDA.tif,clMcf7_exp20240515_h2_b6_ic0_cDD.tif,clMcf7_exp20240515_h2_b6_ic0_cED.tif,clMcf7_exp20240515_h2_b6_ic0_cMB.tif,31,6,2,0,20240515
clMcf7_exp20240515_h2_b7_ic0_cAA.tif,clMcf7_exp20240515_h2_b7_ic0_cDA.tif,clMcf7_exp20240515_h2_b7_ic0_cDD.tif,clMcf7_exp20240515_h2_b7_ic0_cED.tif,clMcf7_exp20240515_h2_b7_ic0_cMB.tif,32,7,2,0,20240515
clMcf7_exp20240515_h2_b8_ic0_cAA.tif,clMcf7_exp20240515_h2_b8_ic0_cDA.tif,clMcf7_exp20240515_h2_b8_ic0_cDD.tif,clMcf7_exp20240515_h2_b8_ic0_cED.tif,clMcf7_exp20240515_h2_b8_ic0_cMB.tif,33,8,2,0,20240515
clMcf7_exp20240515_h2_b9_ic0_cAA.tif,clMcf7_exp20240515_h2_b9_ic0_cDA.tif,clMcf7_exp20240515_h2_b9_ic0_cDD.tif,clMcf7_exp20240515_h2_b9_ic0_cED.tif,clMcf7_exp20240515_h2_b9_ic0_cMB.tif,34,9,2,0,20240515
clMcf7_exp20240515_h2_b0_ic1_cAA.tif,clMcf7_exp20240515_h2_b0_ic1_cDA.tif,clMcf7_exp20240515_h2_b0_ic1_cDD.tif,clMcf7_exp20240515_h2_b0_ic1_cED.tif,clMcf7_exp20240515_h2_b0_ic1_cMB.tif,35,0,2,1,20240515
clMcf7_exp20240515_h2_b10_ic1_cAA.tif,clMcf7_exp20240515_h2_b10_ic1_cDA.tif,clMcf7_exp20240515_h2_b10_ic1_cDD.tif,clMcf7_exp20240515_h2_b10_ic1_cED.tif,clMcf7_exp20240515_h2_b10_ic1_cMB.tif,36,10,2,1,20240515
clMcf7_exp20240515_h2_b11_ic1_cAA.tif,clMcf7_exp20240515_h2_b11_ic1_cDA.tif,clMcf7_exp20240515_h2_b11_ic1_cDD.tif,clMcf7_exp20240515_h2_b11_ic1_cED.tif,clMcf7_exp20240515_h2_b11_ic1_cMB.tif,37,11,2,1,20240515
clMcf7_exp20240515_h2_b12_ic1_cAA.tif,clMcf7_exp20240515_h2_b12_ic1_cDA.tif,clMcf7_exp20240515_h2_b12_ic1_cDD.tif,clMcf7_exp20240515_h2_b12_ic1_cED.tif,clMcf7_exp20240515_h2_b12_ic1_cMB.tif,38,12,2,1,20240515
clMcf7_exp20240515_h2_b13_ic1_cAA.tif,clMcf7_exp20240515_h2_b13_ic1_cDA.tif,clMcf7_exp20240515_h2_b13_ic1_cDD.tif,clMcf7_exp20240515_h2_b13_ic1_cED.tif,clMcf7_exp20240515_h2_b13_ic1_cMB.tif,39,13,2,1,20240515
clMcf7_exp20240515_h2_b14_ic1_cAA.tif,clMcf7_exp20240515_h2_b14_ic1_cDA.tif,clMcf7_exp20240515_h2_b14_ic1_cDD.tif,clMcf7_exp20240515_h2_b14_ic1_cED.tif,clMcf7_exp20240515_h2_b14_ic1_cMB.tif,40,14,2,1,20240515
clMcf7_exp20240515_h2_b1_ic1_cAA.tif,clMcf7_exp20240515_h2_b1_ic1_cDA.tif,clMcf7_exp20240515_h2_b1_ic1_cDD.tif,clMcf7_exp20240515_h2_b1_ic1_cED.tif,clMcf7_exp20240515_h2_b1_ic1_cMB.tif,41,1,2,1,20240515
clMcf7_exp20240515_h2_b2_ic1_cAA.tif,clMcf7_exp20240515_h2_b2_ic1_cDA.tif,clMcf7_exp20240515_h2_b2_ic1_cDD.tif,clMcf7_exp20240515_h2_b2_ic1_cED.tif,clMcf7_exp20240515_h2_b2_ic1_cMB.tif,42,2,2,1,20240515
clMcf7_exp20240515_h2_b3_ic1_cAA.tif,clMcf7_exp20240515_h2_b3_ic1_cDA.tif,clMcf7_exp20240515_h2_b3_ic1_cDD.tif,clMcf7_exp20240515_h2_b3_ic1_cED.tif,clMcf7_exp20240515_h2_b3_ic1_cMB.tif,43,3,2,1,20240515
clMcf7_exp20240515_h2_b4_ic1_cAA.tif,clMcf7_exp20240515_h2_b4_ic1_cDA.tif,clMcf7_exp20240515_h2_b4_ic1_cDD.tif,clMcf7_exp20240515_h2_b4_ic1_cED.tif,clMcf7_exp20240515_h2_b4_ic1_cMB.tif,44,4,2,1,20240515
clMcf7_exp20240515_h2_b5_ic1_cAA.tif,clMcf7_exp20240515_h2_b5_ic1_cDA.tif,clMcf7_exp20240515_h2_b5_ic1_cDD.tif,clMcf7_exp20240515_h2_b5_ic1_cED.tif,clMcf7_exp20240515_h2_b5_ic1_cMB.tif,45,5,2,1,20240515
clMcf7_exp20240515_h2_b6_ic1_cAA.tif,clMcf7_exp20240515_h2_b6_ic1_cDA.tif,clMcf7_exp20240515_h2_b6_ic1_cDD.tif,clMcf7_exp20240515_h2_b6_ic1_cED.tif,clMcf7_exp20240515_h2_b6_ic1_cMB.tif,46,6,2,1,20240515
clMcf7_exp20240515_h2_b7_ic1_cAA.tif,clMcf7_exp20240515_h2_b7_ic1_cDA.tif,clMcf7_exp20240515_h2_b7_ic1_cDD.tif,clMcf7_exp20240515_h2_b7_ic1_cED.tif,clMcf7_exp20240515_h2_b7_ic1_cMB.tif,47,7,2,1,20240515
clMcf7_exp20240515_h2_b8_ic1_cAA.tif,clMcf7_exp20240515_h2_b8_ic1_cDA.tif,clMcf7_exp20240515_h2_b8_ic1_cDD.tif,clMcf7_exp20240515_h2_b8_ic1_cED.tif,clMcf7_exp20240515_h2_b8_ic1_cMB.tif,48,8,2,1,20240515
clMcf7_exp20240515_h2_b9_ic1_cAA.tif,clMcf7_exp20240515_h2_b9_ic1_cDA.tif,clMcf7_exp20240515_h2_b9_ic1_cDD.tif,clMcf7_exp20240515_h2_b9_ic1_cED.tif,clMcf7_exp20240515_h2_b9_ic1_cMB.tif,49,9,2,1,20240515
clMcf7_exp20240515_h3_b0_ic0_cAA.tif,clMcf7_exp20240515_h3_b0_ic0_cDA.tif,clMcf7_exp20240515_h3_b0_ic0_cDD.tif,clMcf7_exp20240515_h3_b0_ic0_cED.tif,clMcf7_exp20240515_h3_b0_ic0_cMB.tif,50,0,3,0,20240515
clMcf7_exp20240515_h3_b10_ic0_cAA.tif,clMcf7_exp20240515_h3_b10_ic0_cDA.tif,clMcf7_exp20240515_h3_b10_ic0_cDD.tif,clMcf7_exp20240515_h3_b10_ic0_cED.tif,clMcf7_exp20240515_h3_b10_ic0_cMB.tif,51,10,3,0,20240515
clMcf7_exp20240515_h3_b11_ic0_cAA.tif,clMcf7_exp20240515_h3_b11_ic0_cDA.tif,clMcf7_exp20240515_h3_b11_ic0_cDD.tif,clMcf7_exp20240515_h3_b11_ic0_cED.tif,clMcf7_exp20240515_h3_b11_ic0_cMB.tif,52,11,3,0,20240515
clMcf7_exp20240515_h3_b12_ic0_cAA.tif,clMcf7_exp20240515_h3_b12_ic0_cDA.tif,clMcf7_exp20240515_h3_b12_ic0_cDD.tif,clMcf7_exp20240515_h3_b12_ic0_cED.tif,clMcf7_exp20240515_h3_b12_ic0_cMB.tif,53,12,3,0,20240515
clMcf7_exp20240515_h3_b13_ic0_cAA.tif,clMcf7_exp20240515_h3_b13_ic0_cDA.tif,clMcf7_exp20240515_h3_b13_ic0_cDD.tif,clMcf7_exp20240515_h3_b13_ic0_cED.tif,clMcf7_exp20240515_h3_b13_ic0_cMB.tif,54,13,3,0,20240515
clMcf7_exp20240515_h3_b14_ic0_cAA.tif,clMcf7_exp20240515_h3_b14_ic0_cDA.tif,clMcf7_exp20240515_h3_b14_ic0_cDD.tif,clMcf7_exp20240515_h3_b14_ic0_cED.tif,clMcf7_exp20240515_h3_b14_ic0_cMB.tif,55,14,3,0,20240515
clMcf7_exp20240515_h3_b15_ic0_cAA.tif,clMcf7_exp20240515_h3_b15_ic0_cDA.tif,clMcf7_exp20240515_h3_b15_ic0_cDD.tif,clMcf7_exp20240515_h3_b15_ic0_cED.tif,clMcf7_exp20240515_h3_b15_ic0_cMB.tif,56,15,3,0,20240515
clMcf7_exp20240515_h3_b16_ic0_cAA.tif,clMcf7_exp20240515_h3_b16_ic0_cDA.tif,clMcf7_exp20240515_h3_b16_ic0_cDD.tif,clMcf7_exp20240515_h3_b16_ic0_cED.tif,clMcf7_exp20240515_h3_b16_ic0_cMB.tif,57,16,3,0,20240515
clMcf7_exp20240515_h3_b17_ic0_cAA.tif,clMcf7_exp20240515_h3_b17_ic0_cDA.tif,clMcf7_exp20240515_h3_b17_ic0_cDD.tif,clMcf7_exp20240515_h3_b17_ic0_cED.tif,clMcf7_exp20240515_h3_b17_ic0_cMB.tif,58,17,3,0,20240515
clMcf7_exp20240515_h3_b18_ic0_cAA.tif,clMcf7_exp20240515_h3_b18_ic0_cDA.tif,clMcf7_exp20240515_h3_b18_ic0_cDD.tif,clMcf7_exp20240515_h3_b18_ic0_cED.tif,clMcf7_exp20240515_h3_b18_ic0_cMB.tif,59,18,3,0,20240515
clMcf7_exp20240515_h3_b19_ic0_cAA.tif,clMcf7_exp20240515_h3_b19_ic0_cDA.tif,clMcf7_exp20240515_h3_b19_ic0_cDD.tif,clMcf7_exp20240515_h3_b19_ic0_cED.tif,clMcf7_exp20240515_h3_b19_ic0_cMB.tif,60,19,3,0,20240515
clMcf7_exp20240515_h3_b1_ic0_cAA.tif,clMcf7_exp20240515_h3_b1_ic0_cDA.tif,clMcf7_exp20240515_h3_b1_ic0_cDD.tif,clMcf7_exp20240515_h3_b1_ic0_cED.tif,clMcf7_exp20240515_h3_b1_ic0_cMB.tif,61,1,3,0,20240515
clMcf7_exp20240515_h3_b2_ic0_cAA.tif,clMcf7_exp20240515_h3_b2_ic0_cDA.tif,clMcf7_exp20240515_h3_b2_ic0_cDD.tif,clMcf7_exp20240515_h3_b2_ic0_cED.tif,clMcf7_exp20240515_h3_b2_ic0_cMB.tif,62,2,3,0,20240515
clMcf7_exp20240515_h3_b3_ic0_cAA.tif,clMcf7_exp20240515_h3_b3_ic0_cDA.tif,clMcf7_exp20240515_h3_b3_ic0_cDD.tif,clMcf7_exp20240515_h3_b3_ic0_cED.tif,clMcf7_exp20240515_h3_b3_ic0_cMB.tif,63,3,3,0,20240515
clMcf7_exp20240515_h3_b4_ic0_cAA.tif,clMcf7_exp20240515_h3_b4_ic0_cDA.tif,clMcf7_exp20240515_h3_b4_ic0_cDD.tif,clMcf7_exp20240515_h3_b4_ic0_cED.tif,clMcf7_exp20240515_h3_b4_ic0_cMB.tif,64,4,3,0,20240515
clMcf7_exp20240515_h3_b5_ic0_cAA.tif,clMcf7_exp20240515_h3_b5_ic0_cDA.tif,clMcf7_exp20240515_h3_b5_ic0_cDD.tif,clMcf7_exp20240515_h3_b5_ic0_cED.tif,clMcf7_exp20240515_h3_b5_ic0_cMB.tif,65,5,3,0,20240515
clMcf7_exp20240515_h3_b6_ic0_cAA.tif,clMcf7_exp20240515_h3_b6_ic0_cDA.tif,clMcf7_exp20240515_h3_b6_ic0_cDD.tif,clMcf7_exp20240515_h3_b6_ic0_cED.tif,clMcf7_exp20240515_h3_b6_ic0_cMB.tif,66,6,3,0,20240515
clMcf7_exp20240515_h3_b7_ic0_cAA.tif,clMcf7_exp20240515_h3_b7_ic0_cDA.tif,clMcf7_exp20240515_h3_b7_ic0_cDD.tif,clMcf7_exp20240515_h3_b7_ic0_cED.tif,clMcf7_exp20240515_h3_b7_ic0_cMB.tif,67,7,3,0,20240515
clMcf7_exp20240515_h3_b8_ic0_cAA.tif,clMcf7_exp20240515_h3_b8_ic0_cDA.tif,clMcf7_exp20240515_h3_b8_ic0_cDD.tif,clMcf7_exp20240515_h3_b8_ic0_cED.tif,clMcf7_exp20240515_h3_b8_ic0_cMB.tif,68,8,3,0,20240515
clMcf7_exp20240515_h3_b9_ic0_cAA.tif,clMcf7_exp20240515_h3_b9_ic0_cDA.tif,clMcf7_exp20240515_h3_b9_ic0_cDD.tif,clMcf7_exp20240515_h3_b9_ic0_cED.tif,clMcf7_exp20240515_h3_b9_ic0_cMB.tif,69,9,3,0,20240515
clMcf7_exp20240515_h3_b0_ic1_cAA.tif,clMcf7_exp20240515_h3_b0_ic1_cDA.tif,clMcf7_exp20240515_h3_b0_ic1_cDD.tif,clMcf7_exp20240515_h3_b0_ic1_cED.tif,clMcf7_exp20240515_h3_b0_ic1_cMB.tif,70,0,3,1,20240515
clMcf7_exp20240515_h3_b10_ic1_cAA.tif,clMcf7_exp20240515_h3_b10_ic1_cDA.tif,clMcf7_exp20240515_h3_b10_ic1_cDD.tif,clMcf7_exp20240515_h3_b10_ic1_cED.tif,clMcf7_exp20240515_h3_b10_ic1_cMB.tif,71,10,3,1,20240515
clMcf7_exp20240515_h3_b11_ic1_cAA.tif,clMcf7_exp20240515_h3_b11_ic1_cDA.tif,clMcf7_exp20240515_h3_b11_ic1_cDD.tif,clMcf7_exp20240515_h3_b11_ic1_cED.tif,clMcf7_exp20240515_h3_b11_ic1_cMB.tif,72,11,3,1,20240515
clMcf7_exp20240515_h3_b12_ic1_cAA.tif,clMcf7_exp20240515_h3_b12_ic1_cDA.tif,clMcf7_exp20240515_h3_b12_ic1_cDD.tif,clMcf7_exp20240515_h3_b12_ic1_cED.tif,clMcf7_exp20240515_h3_b12_ic1_cMB.tif,73,12,3,1,20240515
clMcf7_exp20240515_h3_b13_ic1_cAA.tif,clMcf7_exp20240515_h3_b13_ic1_cDA.tif,clMcf7_exp20240515_h3_b13_ic1_cDD.tif,clMcf7_exp20240515_h3_b13_ic1_cED.tif,clMcf7_exp20240515_h3_b13_ic1_cMB.tif,74,13,3,1,20240515
clMcf7_exp20240515_h3_b14_ic1_cAA.tif,clMcf7_exp20240515_h3_b14_ic1_cDA.tif,clMcf7_exp20240515_h3_b14_ic1_cDD.tif,clMcf7_exp20240515_h3_b14_ic1_cED.tif,clMcf7_exp20240515_h3_b14_ic1_cMB.tif,75,14,3,1,20240515
clMcf7_exp20240515_h3_b15_ic1_cAA.tif,clMcf7_exp20240515_h3_b15_ic1_cDA.tif,clMcf7_exp20240515_h3_b15_ic1_cDD.tif,clMcf7_exp20240515_h3_b15_ic1_cED.tif,clMcf7_exp20240515_h3_b15_ic1_cMB.tif,76,15,3,1,20240515
clMcf7_exp20240515_h3_b16_ic1_cAA.tif,clMcf7_exp20240515_h3_b16_ic1_cDA.tif,clMcf7_exp20240515_h3_b16_ic1_cDD.tif,clMcf7_exp20240515_h3_b16_ic1_cED.tif,clMcf7_exp20240515_h3_b16_ic1_cMB.tif,77,16,3,1,20240515
clMcf7_exp20240515_h3_b17_ic1_cAA.tif,clMcf7_exp20240515_h3_b17_ic1_cDA.tif,clMcf7_exp20240515_h3_b17_ic1_cDD.tif,clMcf7_exp20240515_h3_b17_ic1_cED.tif,clMcf7_exp20240515_h3_b17_ic1_cMB.tif,78,17,3,1,20240515
clMcf7_exp20240515_h3_b18_ic1_cAA.tif,clMcf7_exp20240515_h3_b18_ic1_cDA.tif,clMcf7_exp20240515_h3_b18_ic1_cDD.tif,clMcf7_exp20240515_h3_b18_ic1_cED.tif,clMcf7_exp20240515_h3_b18_ic1_cMB.tif,79,18,3,1,20240515
clMcf7_exp20240515_h3_b19_ic1_cAA.tif,clMcf7_exp20240515_h3_b19_ic1_cDA.tif,clMcf7_exp20240515_h3_b19_ic1_cDD.tif,clMcf7_exp20240515_h3_b19_ic1_cED.tif,clMcf7_exp20240515_h3_b19_ic1_cMB.tif,80,19,3,1,20240515
clMcf7_exp20240515_h3_b1_ic1_cAA.tif,clMcf7_exp20240515_h3_b1_ic1_cDA.tif,clMcf7_exp20240515_h3_b1_ic1_cDD.tif,clMcf7_exp20240515_h3_b1_ic1_cED.tif,clMcf7_exp20240515_h3_b1_ic1_cMB.tif,81,1,3,1,20240515
clMcf7_exp20240515_h3_b2_ic1_cAA.tif,clMcf7_exp20240515_h3_b2_ic1_cDA.tif,clMcf7_exp20240515_h3_b2_ic1_cDD.tif,clMcf7_exp20240515_h3_b2_ic1_cED.tif,clMcf7_exp20240515_h3_b2_ic1_cMB.tif,82,2,3,1,20240515
clMcf7_exp20240515_h3_b3_ic1_cAA.tif,clMcf7_exp20240515_h3_b3_ic1_cDA.tif,clMcf7_exp20240515_h3_b3_ic1_cDD.tif,clMcf7_exp20240515_h3_b3_ic1_cED.tif,clMcf7_exp20240515_h3_b3_ic1_cMB.tif,83,3,3,1,20240515
clMcf7_exp20240515_h3_b4_ic1_cAA.tif,clMcf7_exp20240515_h3_b4_ic1_cDA.tif,clMcf7_exp20240515_h3_b4_ic1_cDD.tif,clMcf7_exp20240515_h3_b4_ic1_cED.tif,clMcf7_exp20240515_h3_b4_ic1_cMB.tif,84,4,3,1,20240515
clMcf7_exp20240515_h3_b5_ic1_cAA.tif,clMcf7_exp20240515_h3_b5_ic1_cDA.tif,clMcf7_exp20240515_h3_b5_ic1_cDD.tif,clMcf7_exp20240515_h3_b5_ic1_cED.tif,clMcf7_exp20240515_h3_b5_ic1_cMB.tif,85,5,3,1,20240515
clMcf7_exp20240515_h3_b6_ic1_cAA.tif,clMcf7_exp20240515_h3_b6_ic1_cDA.tif,clMcf7_exp20240515_h3_b6_ic1_cDD.tif,clMcf7_exp20240515_h3_b6_ic1_cED.tif,clMcf7_exp20240515_h3_b6_ic1_cMB.tif,86,6,3,1,20240515
clMcf7_exp20240515_h3_b7_ic1_cAA.tif,clMcf7_exp20240515_h3_b7_ic1_cDA.tif,clMcf7_exp20240515_h3_b7_ic1_cDD.tif,clMcf7_exp20240515_h3_b7_ic1_cED.tif,clMcf7_exp20240515_h3_b7_ic1_cMB.tif,87,7,3,1,20240515
clMcf7_exp20240515_h3_b8_ic1_cAA.tif,clMcf7_exp20240515_h3_b8_ic1_cDA.tif,clMcf7_exp20240515_h3_b8_ic1_cDD.tif,clMcf7_exp20240515_h3_b8_ic1_cED.tif,clMcf7_exp20240515_h3_b8_ic1_cMB.tif,88,8,3,1,20240515
